12001,"来能说。	2017/12/2 9:24","柠檬树。	2017/12/2 9:24","给我唱一首。	2017/12/2 9:25"
12204,"你叫什么名字。	2017/12/27 12:05","电视。	2017/12/27 12:05","我要给你充电了。	2017/12/27 12:05"
12205,"好和谐我要走啦。	2017/12/27 18:47","我说我要去上班了。	2017/12/27 18:47","好想你好。	2017/12/27 22:35"
12206,"你叫什么名字。	2017/12/28 8:31","放首山茶花。	2017/12/28 8:31","放首赵鹏的山茶花。	2017/12/28 8:32"
12207,"你这么没用。	2017/10/26 21:36","那你跟我照张相。	2017/10/26 21:36","你不是说这台相机的吗？	2017/10/26 21:36"
12208,"播放。	2017/11/29 18:17","播放一，一壶老酒。	2017/11/29 18:18","播放许。	2017/11/29 18:18"
12209,"我要听勿忘你。	2017/11/29 12:37","我要听屋米。	2017/11/29 12:44","我要听勿忘你。	2017/11/29 13:32"
12210,"现在你没看成那饱和了，农村人就来手下带的的正常，你肯定。	2017/10/26 8:27","人也有钱。	2017/10/26 8:27","来情歌。	2017/10/26 8:28"
12211,"就是黄色笑话。	2017/11/29 18:36","你今年多大了呀。	2017/11/29 18:36","小姐你好。	2017/11/29 18:37"
12212,"读个。	2017/11/3 17:35","跳个舞吧。	2017/11/3 17:35","为什么呢？	2017/11/3 17:35"
12213,"寓意，残疾。	2017/10/26 18:28","抑郁成疾。	2017/10/26 18:28","落花流水。	2017/10/26 18:33"
12214,"傻子。	2017/11/25 8:48","小傻子。	2017/11/25 8:48","唱张国荣的歌。	2017/11/25 8:49"
12215,"我想听全球最新竞技电子音乐。	2017/11/29 17:43","你好呢度，我想听全球最劲爆电子音乐。	2017/11/29 17:43","你好零度，我想听民族歌曲。	2017/11/29 17:56"
12216,"你是机器人吗？	2017/11/29 18:05","那你有吃饭的吗，我问你要不要吃饭，这句。	2017/11/29 18:06","我操，他们说老公啊，i有一个我来陪你去老公吗？	2017/11/29 18:07"
12217,"那你换一个吧。	2017/12/30 17:16","放一首儿歌叶子。	2017/12/30 17:16","换一首情歌。	2017/12/30 17:20"
12218,"等我，不许乱跑。	2017/12/31 21:34","我没看见流星。	2017/12/31 21:34","你会唱儿歌吗？	2017/12/31 21:53"
12219,"姑娘我爱你。	2017/10/26 13:00","漂洋过海来看你。	2017/10/26 13:05","刀郎的歌。	2017/10/26 13:16"
12220,"美颜秘笈果冻口红的特点是什么。	2017/12/25 0:23","我不想听歌。	2017/12/25 0:23","你给我唱首歌吧。	2017/12/25 0:23"
12221,"哦原来你是吃定的。	2017/12/25 8:26","我要听歌曲。	2017/12/25 8:26","请唱首歌给我听。	2017/12/31 9:01"
12222,"大韩寨乡高寨小学。	2017/11/29 7:21","导航在西航港小学。	2017/11/29 7:21","删除本地音乐。	2017/11/29 7:33"
12223,"拖拖。	2017/10/26 11:54","还有和世界家具以及十大品牌智能联系人，走太远，只要你签单了，我就说。	2017/10/26 11:54","是豪华装修呢，起床了，就是我们所谓的都是来自国内一线二线品牌冰箱。	2017/10/26 11:54"
12224,"邵玮。	2017/10/26 16:46","我在家里呢？	2017/10/26 16:46","来个笑话。	2017/10/26 16:46"
12225,"七。	2017/11/18 7:37","嗯。	2017/11/18 7:37","讲听蜀大海。	2017/11/18 7:38"
12226,"女儿节中，我记住咱成功的关键啊。	2017/11/29 10:15","乐嘉。	2017/11/29 10:15","再过两天我请我和你吃饭出去吃饭。	2017/11/29 10:16"
12227,"你不要装，她身体好性感。	2017/10/26 10:46","哼。	2017/10/26 10:46","她说她想三毛。	2017/10/26 10:47"
12228,"我要听广播。	2017/10/26 11:04","山西交通广播。	2017/10/26 17:02","小苹果。	2017/10/26 17:17"
12229,"我要听安徽小调	2017/10/26 13:58","阿迪我要听二人转。	2017/10/26 16:00","发的我要听豫剧吹牛。	2017/10/26 16:25"
12230,"天灵灵地灵灵。	2017/12/6 21:49","你可以给我说天灵灵地灵灵，保佑我都大丰收吗？	2017/12/6 21:50","天灵灵地灵灵。	2017/12/6 21:51"
12231,"播放一首童年。	2017/10/26 11:58","孙大圣。	2017/10/26 11:58","音乐声放大。	2017/10/26 11:58"
12232,"听彩100则。	2017/11/29 12:14","田才几百只。	2017/11/29 12:14","听，天才100字。	2017/11/29 12:15"
12233,"给我来首梦的点滴曲。	2017/10/26 9:28","来首梦驼铃。	2017/10/26 9:29","你好么帮我来首魔方。	2017/10/26 12:42"
12234,"没有爱也没有恨。	2017/11/29 19:55","不变的情缘。	2017/11/29 20:14","当爱离别时。	2017/11/29 20:27"
12235,"沈阳今天天气多少度。	2017/11/4 12:47","习近平是谁。	2017/11/4 12:47","唱一首刘德华的歌。	2017/11/4 12:49"
12236,"时间都去哪儿了。	2017/11/29 11:17","夕阳红伴奏。	2017/11/29 11:32","滚滚长江东逝水伴奏。	2017/11/29 16:30"
12237,"呵呵	2017/11/29 16:56","哈哈	2017/11/29 16:57","因为你傻	2017/11/29 16:57"
12238,"你是不是叫小唐。	2017/12/4 4:14","你叫什么名字。	2017/12/4 4:15","你什么时候告诉我啦。	2017/12/4 4:15"
12239,"干嘛用的	2017/10/26 15:26","回来	2017/10/26 15:26","火车什么时候买的呀	2017/10/26 15:26"
12240,"导航到麓景路。	2017/11/29 17:46","播放刘德华的歌。	2017/11/29 17:52","东风破。	2017/11/29 18:17"
12241,"好极冠军。	2017/10/26 6:56","超级冠军。	2017/10/26 6:57","中国军歌。	2017/10/26 18:12"
12242,"甩葱歌。	2017/12/9 20:50","甩葱歌。	2017/12/10 11:27","小苹果。	2017/12/10 11:39"
12243,"陈丹。	2017/11/29 20:11","漳浦县下草村。	2017/11/29 20:11","holiday。	2017/11/29 21:53"
12244,"我们都会很好。	2017/11/29 19:20","直觉。	2017/11/29 19:21","不然呢？	2017/11/29 19:22"
12245,"快点讲呀。	2017/10/26 18:51","才出来呀。	2017/10/26 18:51","来一个玩乐。	2017/10/26 18:52"
12246,"一样。	2017/12/23 16:27","这首歌。	2017/12/23 16:28","十年。	2017/12/23 18:26"
12247,"聊聊天好吗？	2017/12/23 14:41","那是什么花呀。	2017/12/23 14:42","虫儿飞。	2017/12/23 14:42"
12248,"小胖跳个舞吧。	2017/11/13 20:07","片子。	2017/11/13 20:09","苹果苹果。	2017/11/13 20:10"
12249,"徐锐打电话给徐锐。	2017/11/29 8:34","给黄厌拨打电话，打电话给黄厌给黄厌打电话，他听不懂，小云小云。	2017/11/29 8:38","你看起来好像是我上班的起点，你看的我又毁色了，酒红色的菊花悠久的黄色，我看看，我就像一个植物，几年流行。	2017/11/29 9:29"
12250,"那个。	2017/11/29 12:38","陌然？	2017/11/29 12:38","i'm yours。	2017/11/29 12:39"
12251,"停止播放音乐。	2017/11/29 14:11","结束姻缘结束也有啊。	2017/11/29 14:11","结束音乐播放，大地对根的回忆，大地对根的婚宴。	2017/11/29 14:11"
12252,"西陵峡。	2017/12/25 23:44","那是啥。	2017/12/25 23:45","超级飞侠。	2017/12/25 23:45"
12253,"你敢来你不跟他说话，在干什么。	2017/12/26 15:00","我想听小。	2017/12/26 15:00","找我。	2017/12/26 15:00"
12254,"众人划桨开大船。	2017/10/26 17:49","众人划桨开大船。	2017/10/26 17:49","众人划桨开大船。	2017/10/26 17:49"
12255,"唱一首下定决心忘记你。	2017/11/4 17:58","下定决心忘记你。	2017/11/4 17:58","唱一首祁隆的爱的世界只有你。	2017/11/4 18:00"
12256,"爱情公寓里你喜欢谁。	2017/12/2 17:24","喜欢过手指头的小孩是好最对的吗？	2017/12/2 17:24","可以。	2017/12/2 17:25"
12257,"阿露。	2017/11/29 21:01","播放一个刘德华的歌。	2017/11/29 21:01","我找一首愿做菩萨那朵莲。	2017/11/29 21:07"
12258,"删除所有闹铃。	2017/12/30 8:16","给我唱只小苹果。	2017/12/30 10:09","筷子兄弟小苹果。	2017/12/30 10:12"
12259,"春雪。	2017/11/29 21:38","西瓜。	2017/11/29 21:39","数数歌。	2017/11/29 21:40"
12260,"你还能扣六分。	2017/10/26 15:39","合正。	2017/10/26 15:39","谁家这是我对象家的事。	2017/10/26 15:39"
12261,"排山倒海。	2017/10/26 21:15","鞋子特大号。	2017/10/26 21:16","说了再见。	2017/10/26 21:24"
12262,"春风吹。	2017/10/26 20:23","来一首春风吹。	2017/10/26 20:23","你最幸福的人是谁，单位班车每天下班，今天终于换成英语五了频率。	2017/11/29 19:13"
12263,"没有啦。	2017/10/26 10:59","小一。	2017/10/26 11:07","音乐会一小一点。	2017/10/26 11:08"
12264,"关闭音乐。	2017/11/29 15:30","我要听兄弟的歌。	2017/11/29 18:51","我要听爱的故事上集。	2017/11/29 19:24"
12265,"你的电源线。	2017/12/26 21:41","我。	2017/12/26 21:41","我不是小朋友我是你妈。	2017/12/26 21:41"
12266,"你想想吧。	2017/12/24 16:44","菊花。	2017/12/24 16:45","我喜欢你呀。	2017/12/24 16:46"
12267,"放一首有些人永远忘不了。	2017/12/21 13:12","放一首大哲的，有些人永远忘不了。	2017/12/21 13:14","啦啦啦啦。	2017/12/21 16:49"
12268,"长汀今天什么天气。	2017/12/20 18:06","哎呀。	2017/12/20 18:06","听钢琴。	2017/12/20 18:06"
12269,"分手。	2017/12/30 16:47","我们不一样。	2017/12/30 16:47","播一首不一样。	2017/12/30 16:48"
12270,"跟我走。	2017/12/11 17:59","没有。	2017/12/11 18:01","老师。	2017/12/11 18:01"
12271,"小笨明天的天气怎么样？	2017/12/13 18:49","秋天。	2017/12/13 18:49","唱一个小苹果。	2017/12/13 18:50"
12272,"播放小苹果。	2017/12/2 17:33","像大海蓝天。	2017/12/3 19:49","小苹果。	2017/12/4 2:23"
12273,"播放十年。	2017/11/29 23:26","帮我来点音乐吧。	2017/11/29 23:26","歌曲，小点声音。	2017/11/29 23:27"
12274,"打电话，唱一首，社会养老。	2017/11/5 12:39","小贝。	2017/11/5 12:39","想要好喜欢大家叫我的名字。	2017/11/5 12:40"
12275,"播放小情歌，放一首歌。	2017/12/8 16:47","我不漂亮吗？	2017/12/19 21:21","小苹果。	2017/12/19 21:22"
12276,"好好。	2017/10/26 19:01","八福村。	2017/10/26 19:01","我要听摩托车。	2017/10/26 19:15"
12277,"笨呐。	2017/12/22 0:09","回答。	2017/12/22 0:09","不喜欢你了，不喜欢你啦。	2017/12/22 0:09"
12278,"打开。	2017/10/26 18:58","打开优酷。	2017/10/26 18:58","carry you。	2017/10/26 18:58"
12279,"唱歌吧。	2017/11/16 19:06","关机。	2017/11/16 19:10","小苹果吧。	2017/11/16 19:11"
12280,"儿歌黑猫警长黑猫警长。	2017/10/26 17:57","听一下儿歌爸爸妈妈。	2017/10/26 17:58","听歌的小蜜蜂呀，东风。	2017/10/26 19:16"
12281,"小宝贝，夏天播放。	2017/12/28 20:19","小宝贝夏天播放。	2017/12/28 20:20","大摇大摆。	2017/12/28 20:21"
12282,"发微信给乐乐。	2017/10/26 15:22","发微信给奶奶。	2017/10/26 15:22","你发给他。	2017/10/26 15:22"
12283,"去南召县火车站。	2017/10/26 16:13","我想看电影。	2017/10/26 16:21","留下来播放一曲。	2017/10/26 16:22"
12284,"芭比我要听音乐。	2017/10/26 11:21","我要听音乐	2017/10/26 11:21","我要听歌。	2017/10/26 11:49"
12285,"一。	2017/12/26 10:12","叫你妈好吗？	2017/12/26 10:12","字母歌。	2017/12/26 10:16"
12286,"你老弟打电话。	2017/11/27 13:26","我为人人。	2017/11/27 13:26","读泥娃娃。	2017/11/27 18:35"
12287,"是的。	2017/11/29 11:06","退出导航。	2017/11/29 11:07","听首。	2017/11/29 11:08"
12288,"爱上你。	2017/10/26 3:20","爱上你别有搜着魔。	2017/10/26 3:21","跳到北京。	2017/10/26 3:23"
12289,"爱一点。	2017/10/26 12:50","南宁市江州区湘桂循环经济产业园西南。	2017/10/26 12:50","会说hello，地址，南宁市江州区湘桂循环经济产业园西南。	2017/10/26 12:52"
12290,"导航。	2017/10/26 11:11","大熊山情人谷。	2017/10/26 11:11","大熊山情人谷。	2017/10/26 11:12"
12291,"嗯	2017/10/26 8:53","你不是那位位置吗	2017/10/26 8:53","你不是说想要刷到郑州到荥阳那个不可以	2017/10/26 8:53"
12292,"这个事情比较重要，好累好累啊，那你再问他啊好累啊，你要是。	2017/11/29 12:04","先问他他能转然后再给你问有没有空学位，哈。	2017/11/29 12:04","还以为我那个傻子是吧，还以为我那个，因为你跟她说话好吗，啊。	2017/11/29 12:04"
12293,"我的好妈妈儿歌。	2017/11/20 17:25","儿歌。	2017/11/20 17:26","儿歌我爱洗澡。	2017/11/20 20:03"
12294,"导航到浦江温泉。	2017/10/26 16:03","是的。	2017/10/26 16:03","嗯播放一首。	2017/10/26 16:04"
12295,"撒尿。	2017/12/8 19:39","珠海今天的滑板是什么，为什么？	2017/12/8 19:40","你看懂了。	2017/12/8 19:40"
12296,"小凯。	2017/10/26 17:48","小凯找一下加油站。	2017/10/26 17:48","High歌。	2017/10/26 17:56"
12297,"妈妈妈妈妈妈妈妈。	2017/10/26 20:01","爸爸爸爸爸爸我不喜欢爸爸吃我想吃爸爸去了。	2017/10/26 20:01","我叫徐爸爸妈妈。	2017/10/26 20:02"
12298,"唱首歌吧。	2017/12/25 16:08","唱歌。	2017/12/25 16:10","唱歌。	2017/12/25 16:14"
12299,"我也要吃吗？	2017/10/26 16:22","我想听我想静静。	2017/11/29 7:35","我想听，取悦衬衫了，泡泡。	2017/11/29 7:36"
12300,"骗子。	2017/11/9 8:39","我家正好缺了。	2017/11/9 8:39","爸爸妈妈还不知道他的问题。	2017/11/9 8:40"
12301,"等你等了那么久。	2017/10/26 18:55","为了谁。	2017/10/26 18:57","一壶老酒。	2017/10/26 18:59"
12302,"来首音乐。	2017/11/5 8:40","播放音乐。	2017/11/5 8:40","这是一首音乐。	2017/11/5 8:41"
12303,"小笨小笨，跳个舞。	2017/12/23 20:18","小贝小贝。	2017/12/24 9:43","小白兔。	2017/12/24 9:44"
12304,"打开，困死了。	2017/11/29 20:05","你妹的。	2017/11/29 20:05","我要听茫茫。	2017/11/29 20:07"
12305,"呵呵。	2017/10/26 14:48","乐盲。	2017/10/26 14:48","听歌。	2017/10/26 18:32"
12306,"导航。	2017/11/29 10:39","太和县。	2017/11/29 10:39","蓝调。	2017/11/29 15:20"
12307,"请你唱快乐的女孩。	2017/12/30 12:23","你能帮我唱三只小猪的。	2017/12/30 12:23","请你帮我唱。	2017/12/30 12:28"
12308,"你，你给我打扫卫生。	2017/12/22 20:48","我骗怕了。	2017/12/22 20:48","唱儿歌。	2017/12/23 10:18"
12309,"一想你的夜。	2017/10/26 14:17","汪峰的想你的夜。	2017/10/26 14:17","你把我灌醉。	2017/10/26 14:23"
12310,"我要睡觉了晚安。	2017/12/15 23:29","播。	2017/12/16 12:25","云朵的歌。	2017/12/20 22:47"
12311,"你好。	2017/11/7 10:54","唱一首思念你的。	2017/11/7 10:54","你是风儿我是沙。	2017/11/7 10:59"
12312,"音乐。	2017/10/26 17:33","摇滚音乐。	2017/10/26 17:57","转视频摇滚音乐。	2017/10/26 17:57"
12313,"我要听dj歌曲。	2017/10/26 8:47","东莞。	2017/10/26 17:04","听汤晶晶。	2017/10/26 20:13"
12314,"唱一首捉泥鳅。	2017/12/30 16:27","我要听世上只有妈妈好。	2017/12/30 16:27","就是说没有不会，你说你给我背一首静夜思，他就直接给你废了。	2017/12/30 16:30"
12315,"打开神盾测速照相。	2017/10/26 16:50","打开国道路况。	2017/10/26 16:50","我要听江蕙的歌。	2017/10/26 16:51"
12316,"怎么能把我逗乐呢？	2017/12/28 16:27","那你会什么呀的啊。	2017/12/28 16:27","你说说我听听你都会什么。	2017/12/28 16:27"
12317,"我是聪明的小伙伴。	2017/11/11 16:42","对我就我也很高兴成为。	2017/11/11 16:42","因为我和爸爸妈妈在一起又非常高兴。	2017/11/11 16:42"
12318,"给我背诵一首唐诗。	2017/11/18 11:32","给我背一首唐诗。	2017/11/18 11:32","给我唱一首歌。	2017/11/18 11:33"
12319,"给我唱一首爱情骗子。	2017/12/16 7:27","给我唱一首水手。	2017/12/16 7:31","唱一首星星点灯。	2017/12/16 10:10"
12320,"是的我要看篮球比赛。	2017/11/29 18:08","我要看电影。	2017/11/29 18:08","我想看大闹天宫。	2017/11/29 18:09"
12321,"我要。	2017/12/22 8:19","我要加法。	2017/12/22 8:19","东北儿歌。	2017/12/22 8:20"
12322,"大荔县。	2017/10/26 10:49","我们不一样。	2017/10/26 11:09","我要听崇左。	2017/10/26 11:18"
12323,"绑定设备。	2017/12/24 16:25","你好呀。	2017/12/24 16:26","我的名字，我的咪咪是我长痘痘。	2017/12/24 16:27"
12324,"我要听爱不够。	2017/12/17 12:07","我要听赛尔号。	2017/12/17 12:07","我要听，夏至未至。	2017/12/17 12:07"
12325,"半斤八两。	2017/11/29 12:22","明月千里寄相思。	2017/11/29 12:23","帮我播谭咏麟的朋友。	2017/11/29 12:24"
12326,"我突然想打牌赢了好多好多。	2017/10/26 11:43","你也不一定有伤少肉啊，他有一切苦料，哦，酒醉呜呜呜呜呜呜呜呜那在哪卖，彼此都去认清了生活全部开走了。	2017/10/26 11:43","茶杯犬，他没工作的了某报，五九那个，哪款，之前那有电子厂上班吗，在怀疑那个了吗，能好吗，反正他们改造了一回啊，心外演唱敢用这种枪抢劫拥挤吗，了几千块钱两个。	2017/10/26 11:43"
12327,"阿卜拉江的歌。	2017/10/26 8:00","播老郑的歌。	2017/10/26 20:08","apologize的歌。	2017/10/26 20:10"
12328,"我要听大悲咒的歌。	2017/10/26 0:07","请关闭音乐。	2017/10/26 0:07","我要听刘德华的歌。	2017/10/26 0:08"
12329,"是。	2017/12/30 12:35","再说一遍。	2017/12/30 12:35","唱一首歌。	2017/12/30 12:36"
12330,"再见。	2017/10/26 8:53","打开蓝牙。	2017/10/26 11:45","播放蓝牙音乐。	2017/10/26 11:50"
12331,"小胖你好。	2017/12/27 18:53","19岁。	2017/12/27 18:53","想问你的名字叫什么。	2017/12/27 18:53"
12332,"没了。	2017/12/25 15:34","音量有些小。	2017/12/25 15:34","唱一首童话镇。	2017/12/25 15:39"
12333,"秦时丽人。	2017/11/29 20:03","我报的电视剧。	2017/11/29 20:04","郑爽主演的电视剧主题曲插曲。	2017/11/29 20:05"
12334,"你是男的还是女的。	2017/12/22 18:30","连接。	2017/12/22 18:30","家里在哪里。	2017/12/22 18:30"
12335,"马了，桃毛。	2017/11/29 13:53","神经病来啊。	2017/11/29 13:54","王麟老猫首说说。	2017/11/29 13:54"
12336,"把。	2017/10/26 12:51","多情的人把灵魂都给了谁。	2017/10/26 12:52","多情人把灵魂都给了谁。	2017/10/26 12:52"
12337,"哇。	2017/11/18 18:36","他闭上了。	2017/11/18 18:36","听歌。	2017/11/18 19:52"
12338,"what's your name。	2017/12/17 18:24","好的。	2017/12/17 18:24","are you doing。	2017/12/17 18:24"
12339,"钱。	2017/12/11 8:29","一只哈巴狗。	2017/12/11 8:33","捉泥鳅。	2017/12/11 8:38"
12340,"易书。	2017/10/26 15:22","听到女儿的话，然后我就烂脸了，代言不说罢了。	2017/11/29 8:08","但是估计她说个孩子是没问题。	2017/11/29 8:11"
12341,"唱一首儿歌。	2017/12/8 22:22","凉凉。	2017/12/8 22:26","凉凉。	2017/12/8 22:26"
